election_jurisdiction,election_year,party,party_committee,contributor,type_of_contributor,specific_business,general_industry,broad_sector,parent_org_or_employer,number_of_records,dollar_amount
IN,2017,Republican,INDIANA REPUBLICAN SENATE MAJORITY CAMPAIGN CMTE,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
IN,2018,Democratic,INDIANA HOUSE DEMOCRATIC CAUCUS,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
IN,2018,Republican,INDIANA REPUBLICAN SENATE MAJORITY CAMPAIGN CMTE,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
IN,2018,Republican,INDIANA REPUBLICAN SENATE MAJORITY CAMPAIGN CMTE,FRATERNAL ORDER OF POLICE INDIANA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
IN,2019,Democratic,INDIANA SENATE DEMOCRATIC CMTE,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
KS,2004,Republican,KANSAS REPUBLICAN SENATORIAL CMTE,KANSAS STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
KS,2005,Republican,KANSAS REPUBLICAN SENATORIAL CMTE,KANSAS STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
KS,2014,Democratic,KANSAS DEMOCRATIC PARTY,FRIENDS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2005,Republican,LOUISIANA REPUBLICAN LEGISLATIVE DELEGATION CAMPAIGN CMTE,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2008,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2008,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2008,Republican,LOUISIANA REPUBLICAN LEGISLATIVE DELEGATION CAMPAIGN CMTE,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2009,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2009,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2009,Republican,LOUISIANA REPUBLICAN LEGISLATIVE DELEGATION CAMPAIGN CMTE,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2012,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2012,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2012,Republican,LOUISIANA REPUBLICAN LEGISLATIVE DELEGATION CAMPAIGN CMTE,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2013,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2013,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2014,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2014,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2015,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2015,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2016,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2017,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2017,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2018,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
LA,2019,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF LOUISIANA,LOUISIANA SHERIFFS & DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MA,2007,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,BOSTON POLICE PATROLMENS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,1000
MD,2008,Democratic,MARYLAND DEMOCRATIC PARTY,PRINCE GEORGES COUNTY FRATERNAL ORDER OF POLICE LODGE 89,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MD,2013,Democratic,MARYLAND DEMOCRATIC PARTY,BALTIMORE CITY FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MD,2013,Democratic,MARYLAND HOUSE DEMOCRATIC CMTE SLATE,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MD,2014,Democratic,MARYLAND DEMOCRATIC PARTY,PRINCE GEORGES COUNTY FRATERNAL ORDER OF POLICE LODGE 89,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MD,2014,Democratic,MARYLAND HOUSE DEMOCRATIC CMTE SLATE,BALTIMORE CITY FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,2,1000
MI,2000,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2000,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2000,Republican,MICHIGAN REPUBLICAN PARTY,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2000,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2001,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2001,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,IDAHO SATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2001,Republican,MICHIGAN REPUBLICAN PARTY,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2001,Republican,MICHIGAN REPUBLICAN PARTY,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2001,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2002,Republican,MICHIGAN REPUBLICAN PARTY,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2004,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2004,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2004,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2004,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2004,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2005,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,1000
MI,2006,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MAPO PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2007,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MAPO PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2007,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,1000
MI,2007,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN ASSOCIATION OF POLICE ORGANIZATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2009,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MAPO PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2010,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,GRAND RAPIDS POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2011,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2011,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,DEPUTY SHERIFFS STAR,Non-Individual,Police unions & associations,Public Sector Unions,Labor,DEPUTY SHERIFFS ASSOCIATION OF MICHIGAN,1,1000
MI,2011,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2011,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2012,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2013,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2013,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MAPO PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2013,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,1000
MI,2013,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2013,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2013,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2014,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2014,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2015,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2015,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2015,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2015,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2015,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2016,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MAPO PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2016,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2016,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2017,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2017,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2017,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2017,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2017,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MI,2018,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2018,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2018,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MI,2018,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,1,1000
MN,2000,Democratic,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2000,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2001,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,1000
MN,2001,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,2,1000
MN,2001,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2001,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,3,1000
MN,2002,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,2,1000
MN,2003,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA PEACE & POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,POLICE & PEACE OFFICERS ASSOCIATION,1,1000
MN,2003,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,POLICE OFFICERS ALLIANCE OF MINNESOTA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2005,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2006,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,4,1000
MN,2006,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,1000
MN,2006,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2006,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2007,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,1000
MN,2007,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2007,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2008,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2008,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2008,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,1000
MN,2008,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2009,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
MN,2009,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,1000
